time,battery_voltage,fl,fr,bl,br,x_position,y_position,angle,x_velocity,y_velocity,angular_velocity
4.314322,11.807000,0.000000,0.000000,1.000000,-1.000000,5.923296,10.363830,-6.123782,-0.003555,21.523137,-0.001091
4.415376,11.733000,0.000000,0.000000,1.000000,-1.000000,5.996616,12.432880,-6.393997,0.368359,22.534742,-0.001091
4.516318,11.746000,0.000000,0.000000,1.000000,-1.000000,6.975590,14.396748,-6.878255,1.365088,23.189310,-0.001091
4.617414,11.886000,0.000000,0.000000,1.000000,-1.000000,8.627692,15.846069,-7.328028,0.011322,22.995915,-0.001091
4.724167,11.991000,0.000000,0.000000,1.000000,-1.000000,11.392662,16.854301,-7.796463,-2.235036,23.263693,-0.001091
4.825093,11.882000,0.000000,0.000000,1.000000,-1.000000,13.510013,16.968364,-7.999188,-4.912815,22.653755,-0.001091
4.926977,11.689000,0.000000,0.000000,1.000000,-1.000000,15.704631,16.937316,-8.228962,-5.314481,20.749557,-0.001091
5.028004,11.676000,0.000000,0.000000,1.000000,-1.000000,17.364130,16.053350,-8.659206,-5.210346,22.847150,-0.001091
5.129187,11.799000,0.000000,0.000000,1.000000,-1.000000,19.018251,14.363632,-8.903852,-4.198740,22.162829,-0.001091
5.230253,11.785000,0.000000,0.000000,1.000000,-1.000000,20.183497,12.504322,-9.333043,-7.560840,19.693322,-0.001091
5.333448,11.715000,0.000000,0.000000,1.000000,-1.000000,20.853975,9.858390,-9.762436,-7.099667,18.131285,-0.001091
5.449959,11.860000,0.000000,0.000000,1.000000,-1.000000,20.760638,8.034449,-9.969246,-7.382321,15.155976,-0.001091
5.558735,11.781000,0.000000,0.000000,1.000000,-1.000000,19.894447,6.044832,-10.370752,-7.769111,14.605543,-0.001091
5.659783,11.764000,0.000000,0.000000,1.000000,-1.000000,18.659974,4.773443,-10.758306,-7.188926,16.896531,-0.001091
5.760710,11.672000,0.000000,0.000000,1.000000,-1.000000,17.081157,4.115342,-10.950020,-4.392135,18.800729,-0.001091
